4	4
8	4
5	3
7	4
2	4
10	2
5	9
8	1
8	9
4	1
9	35
89	39
37	30
36	95
3	11
2	72
46	15
14	54
73	9
55	92
15	59
23	7
100	40
36	52
29	61
30	34
77	13
92	9
48	26
88	5
12	35
67	89
1	41
56	86
8	70
37	6
47	41
90	27
18	54
52	39
53	21
54	77
63	5
85	67
48	69
70	39
44	46
1	67
41	92
27	34
23	18
29	95
80	77
28	82
78	72
91	84
25	2
26	97
1	96
94	91
52	40
1	70
92	90
98	18
27	54
77	49
22	8
10	87
37	91
65	26
26	6
82	13
92	32
16	44
19	6
49	76
40	1
64	66
77	62
39	90
1	58
33	29
14	88
71	94
74	73
15	30
76	18
35	74
91	44
74	32
28	28
50	100
37	46
2	97
32	91
33	8
56	21
42	50
56	24
50	81
74	93
83	40
98	76
15	16
80	47
64	73
99	77
52	74
93	52
80	71
