4	4
8	4
5	3
7	4
2	4
10	2
5	9
8	1
8	9
4	1
9	35
89	39
37	30
36	95
3	11
2	72
46	15
14	54
73	9
55	92
15	59
23	7
100	40
36	52
29	61
30	34
77	13
92	9
48	26
88	5
12	35
67	89
1	41
56	86
8	70
37	6
47	41
90	27
18	54
52	39
53	21
54	77
63	5
85	67
48	69
70	39
44	46
1	67
41	92
27	34
23	18
29	95
80	77
28	82
78	72
91	84
25	2
26	97
1	96
94	91
52	40
1	70
92	90
98	18
27	54
77	49
22	8
10	87
37	91
65	26
26	6
82	13
92	32
16	44
19	6
49	76
40	1
64	66
77	62
39	90
1	58
33	29
14	88
71	94
74	73
15	30
76	18
35	74
91	44
74	32
28	28
50	100
37	46
2	97
32	91
33	8
56	21
42	50
56	24
50	81
74	93
83	40
98	76
15	16
80	47
64	73
99	77
52	74
93	52
80	71
991	844
702	853
927	122
394	648
110	114
714	240
969	529
151	938
798	470
117	660
227	719
743	653
423	675
672	111
373	220
971	894
144	309
970	176
523	426
474	202
651	735
932	305
621	912
43	884
625	48
485	506
218	454
495	884
665	608
327	893
419	305
330	788
302	364
139	980
946	746
227	722
56	4
561	165
509	994
353	642
29	941
684	949
267	819
883	884
866	481
35	878
204	761
982	81
524	392
650	390
988	927
375	842
741	156
290	373
656	129
432	735
153	598
458	246
639	845
483	165
830	537
846	832
365	880
477	180
810	928
947	186
214	363
123	324
558	889
486	51
790	389
909	661
505	343
549	798
719	715
9	472
992	322
459	181
75	540
256	836
909	266
441	868
16	260
616	688
90	121
433	501
717	511
613	48
858	525
372	78
75	994
126	473
197	412
476	825
981	956
369	739
680	878
463	63
376	759
394	740
639	978
729	210
103	385
179	598
174	755
18	768
242	334
549	956
862	183
55	495
728	681
123	536
891	682
281	999
972	805
566	477
444	656
595	401
882	600
831	10
588	814
88	744
524	993
619	203
3	787
117	46
964	315
75	877
567	594
384	865
100	278
330	913
522	407
447	743
817	357
761	46
736	208
552	153
266	182
755	967
398	374
386	158
345	794
639	421
343	644
223	464
179	54
85	925
899	554
330	92
880	439
248	657
142	715
807	127
673	500
153	809
802	582
657	645
712	622
356	822
19	71
91	270
459	676
68	21
330	554
21	55
453	570
398	867
843	11
759	975
750	143
669	94
675	23
583	98
666	6
176	300
202	185
735	338
208	158
498	722
373	295
245	242
317	465
761	640
552	805
954	107
958	271
901	751
261	481
197	325
283	560
275	202
879	717
94	271
334	698
155	672
276	608
351	590
398	215
337	690
107	709
659	104
667	631
720	143
798	96
324	997
129	147
978	736
121	4
568	769
910	205
437	523
33	609
373	46
393	599
747	762
257	824
368	550
971	285
25	868
553	487
332	757
207	424
741	848
201	630
134	274
490	68
150	982
363	971
302	105
212	956
580	284
297	327
502	290
362	535
192	660
362	140
477	54
5	501
416	131
495	514
449	225
524	871
802	766
638	339
741	758
563	228
982	580
189	25
410	971
726	921
963	716
116	486
381	103
789	252
323	142
652	132
995	802
674	299
151	364
949	990
424	754
143	936
417	50
306	690
570	742
848	248
301	737
441	731
836	630
717	929
803	54
741	403
303	656
331	332
591	983
710	976
920	820
536	492
588	115
669	580
596	969
657	28
560	752
658	117
114	22
389	887
688	793
175	838
615	571
745	347
838	946
40	99
979	120
651	865
542	733
219	715
602	904
204	367
760	519
947	67
144	871
89	785
43	857
674	716
284	982
36	949
689	950
534	614
892	553
544	367
340	57
815	527
749	452
304	425
545	47
303	852
161	847
801	415
362	3
93	756
725	874
659	652
225	927
684	797
219	761
184	484
37	961
838	605
621	631
157	361
623	938
583	313
41	88
337	819
265	214
247	191
995	343
503	29
304	240
609	337
367	242
425	123
929	932
512	695
662	913
943	982
829	917
696	497
680	997
551	779
256	246
565	416
780	377
970	657
932	45
491	420
3	480
934	644
372	405
238	864
132	69
696	257
955	128
419	841
415	729
172	6
425	491
758	542
808	984
220	311
32	80
138	229
814	795
147	200
40	235
912	412
607	81
407	342
260	469
332	167
960	5
912	147
460	952
836	46
321	226
483	914
943	590
332	745
7	75
426	63
227	336
274	166
709	667
914	185
497	34
603	794
137	673
601	191
137	415
593	644
638	825
682	138
515	144
178	228
696	716
474	810
866	776
70	422
507	944
789	674
514	121
590	433
208	478
661	41
269	276
544	358
471	897
773	542
635	605
933	520
666	667
87	225
364	551
636	197
91	663
638	844
282	186
472	792
352	867
912	589
784	133
709	202
166	362
189	75
29	692
772	377
38	921
300	910
84	129
530	782
967	195
246	38
363	573
273	252
526	129
287	247
766	425
155	499
295	548
477	982
911	655
408	235
487	451
833	193
191	237
567	95
785	317
447	114
